"last_name, first_name","player_id","attempts","avg_hit_angle","anglesweetspotpercent","max_hit_speed","avg_hit_speed","ev50","fbld","gb","max_distance","avg_distance","avg_hr_distance","ev95plus","ev95percent","barrels","brl_percent","brl_pa"
"Maldonado, Martín","455117","247","17.6",30.8,"108.2","88","97.3","91.6","83.1","401","178","378","82",33.2,"14",5.7,3.3
"Pillar, Kevin","607680","245","20.2",34.7,"110.5","85.8","97.3","91.3","83.1","418","180","393","78",31.8,"18",7.3,5.2
"Franco, Wander","677551","245","9.7",33.9,"109.6","88.2","99","92.6","85.8","418","157","388","92",37.6,"12",4.9,3.9
"Laureano, Ramón","657656","244","11.9",37.7,"112.1","87.9","100.5","94","82.7","432","167","407","98",40.2,"26",10.7,6.9
"Gamel, Ben","592325","241","16.7",41.5,"108.5","89","98.8","92.6","84","423","193","396","88",36.5,"19",7.9,4.8
"Polanco, Gregory","570256","240","15.9",32.5,"116.2","89.9","102.6","95.8","86.1","428","177","408","116",48.3,"23",9.6,6
"Lagares, Juan","501571","238","8.8",34,"112.2","90.6","101.6","94","88.7","426","155","400","102",42.9,"16",6.7,4.9
"Robles, Victor","645302","235","19.9",30.2,"108.3","84.1","96.9","90.6","78.8","424","154","412","64",27.2,"6",2.6,1.6
"Caratini, Victor","605170","235","8.4",31.5,"112.5","90","101.4","92.1","89.5","440","151","388","104",44.3,"16",6.8,4.5
"Kelly, Carson","608348","235","18.6",37.9,"109.2","88.2","98.1","92.2","84.1","438","191","396","80",34,"20",8.5,5.6
"Moran, Colin","592567","234","7.2",34.2,"110.2","89.1","99.6","93.5","85.6","432","148","392","87",37.2,"19",8.1,5.3
"Haase, Eric","606992","234","16",35.9,"113.2","90.9","102.2","95.7","86.9","442","183","407","112",47.9,"32",13.7,8.4
"Tellez, Rowdy","642133","233","13.4",35.6,"114.8","92.2","103.6","96.6","89.2","454","171","415","112",48.1,"27",11.6,8.3
"Cabrera, Asdrúbal","452678","233","14.5",30,"106.6","87.8","97.1","92.7","84.1","409","165","392","72",30.9,"14",6,4
"Trevino, Jose","624431","233","9.5",33.5,"110.2","87.5","98.5","92.4","83.4","421","155","416","86",36.9,"10",4.3,3.3
"Pujols, Albert","405395","232","12",29.3,"112.9","90.3","100.7","93.9","88.5","446","157","402","92",39.7,"21",9.1,7.1
"Díaz, Aledmys","649557","232","13.6",34.1,"110","88.7","100.7","94","87.5","412","158","385","104",44.8,"15",6.5,4.7
"Kelenic, Jarred","672284","232","14.4",32.8,"110.9","87.5","99.2","92.7","83.8","435","171","402","91",39.2,"23",9.9,6.1
"Sosa, Edmundo","624641","228","6",28.9,"114.6","86.7","98","90.5","84.7","428","141","398","73",32,"9",3.9,2.8
"Ortega, Rafael","542364","228","18.3",36.4,"109.5","88.3","98.2","90.5","86.6","396","175","376","79",34.6,"13",5.7,3.9
"Duffy, Matt","622110","227","7.5",40.5,"107.7","87.5","97.1","89.3","86.8","395","149","381","79",34.8,"9",4,2.8
"Calhoun, Willie","641432","227","14.9",28.6,"110.6","90.2","100.6","92.3","91.9","418","168","399","95",41.9,"8",3.5,2.8
"Heredia, Guillermo","628338","225","12.7",35.6,"109.7","86.6","98.1","92.1","82.1","433","162","402","78",34.7,"9",4,2.6
"Bellinger, Cody","641355","224","22.2",33.5,"107.4","89.3","98.2","92.2","85.4","422","186","383","77",34.4,"16",7.1,4.6
"Belt, Brandon","474832","223","23",35,"109.9","89.2","101.2","94.2","79.3","452","207","399","100",44.8,"38",17,10
"Odor, Rougned","596059","223","19.6",29.1,"112.1","89.1","100","94.3","84.2","443","166","398","84",38,"20",9,5.5
"Bote, David","623520","222","9.8",27.5,"115.6","89.9","102.1","93.9","87.6","423","157","401","97",43.7,"22",9.9,6.7
"Moore, Dylan","664238","222","20.4",33.3,"110.3","86.5","98.1","90.5","84.3","427","179","402","74",33.3,"19",8.6,5
"Alberto, Hanser","593643","221","16.1",32.6,"107.6","87.1","97.1","90","86.4","426","162","406","67",30.3,"10",4.5,3.9
"Springer, George","543807","221","19",37.1,"116.4","89.4","101.6","95.4","84.5","470","190","403","92",41.6,"34",15.4,9.9
"Ibáñez, Andy","628451","220","15.5",35.5,"108.1","88.8","98.9","91.4","86.8","416","175","394","85",38.6,"16",7.3,5.9
"Miller, Brad","543543","219","12.9",31.1,"113.9","92.4","103.1","96","90","443","164","401","105",47.9,"27",12.3,7.2
"Varsho, Daulton","662139","218","18",30.7,"110.9","87.7","99.8","92.1","85.7","431","173","409","87",39.9,"16",7.3,5.1
"Acuña Jr., Ronald","660670","217","18.2",39.6,"117.9","93.8","105.9","97.9","88.4","481","200","416","119",54.8,"44",20.3,12.2
"Robert Jr., Luis","673357","216","13.8",39.4,"117.7","91.2","102.7","96.3","85.3","452","185","415","96",45.1,"27",12.5,9.1
"Upton, Justin","457708","214","15.2",30.4,"116.5","90.1","101.7","93.9","87.6","436","172","401","89",41.6,"25",11.7,6.9
"Heim, Jonah","641680","211","15.5",34.6,"109","87.1","99.2","92.5","84.2","447","165","401","80",37.9,"13",6.2,4.6
"Cain, Lorenzo","456715","210","7.2",29,"110.4","88.4","99.2","91.4","87.2","446","144","405","79",37.6,"9",4.3,3.1
"Hedges, Austin","595978","209","19",27.8,"110","85.8","97.3","88.9","84.9","419","161","384","63",30.1,"8",3.8,2.6
"Fuentes, Joshua","658069","207","18.3",28,"107","85.2","95.8","89.3","81.7","429","170","389","57",27.5,"5",2.4,1.8
"Dickerson, Alex","543105","207","17",35.7,"112.8","87.4","100.3","92.7","83.2","437","176","392","80",38.6,"21",10.1,6.7
"Hernandez, Yadiel","628450","207","5.2",31.4,"106","89.7","98.8","95.7","85","404","144","383","80",38.6,"12",5.8,4.2
"Bauers, Jake","641343","204","20",35.8,"112.3","88.1","99","92.4","84.9","460","177","420","77",37.7,"11",5.4,3.5
"Panik, Joe","605412","204","9.7",33.8,"107.4","86.5","96.1","90.6","84.9","404","146","385","52",25.5,"3",1.5,1.2
"Brinson, Lewis","621446","204","14",29.9,"113.2","88.5","99.9","93","87.7","433","151","399","77",37.7,"13",6.4,4.5
"Mejía, Francisco","642336","204","14.9",34.3,"107","85.7","96.7","90.2","83","412","160","393","59",28.9,"9",4.4,3.2
"Grandal, Yasmani","518735","203","14.2",32.5,"112","93.1","103.7","98.3","89.2","457","177","404","108",53.2,"27",13.3,7.2
"Zunino, Mike","572287","202","23.2",31.7,"117.3","90.7","103.9","100","81.4","472","195","403","95",47,"49",24.3,13.1
"Mayfield, Jack","608686","202","17",28.7,"109.2","85.4","96.1","91.7","82.1","422","157","394","54",26.7,"13",6.4,4.5
"Schwindel, Frank","643524","201","12.6",32.8,"112.5","86.9","100.2","91.5","83.9","450","166","401","80",39.8,"16",8,6.2
"Kim, Ha-Seong","673490","201","13.6",30.8,"112.3","86.7","97.7","91","85.6","420","156","390","64",31.8,"9",4.5,3
"Gonzalez, Marwin","503556","200","8.9",31,"110.3","87.9","98.8","92","85.6","418","135","396","69",34.5,"9",4.5,2.9
"Astudillo, Willians","553902","197","16.8",33.5,"108.9","85.9","97.8","89.8","85.6","412","156","382","65",33,"8",4.1,3.7
"Gutiérrez, Kelvin","642721","196","2.3",27.6,"114.4","89.9","101.9","94.1","88.7","426","123","389","88",44.9,"7",3.6,2.4
"Alfaro, Jorge","595751","196","1.8",27.6,"115.7","90.9","104","96.7","86.9","432","132","414","96",49,"16",8.2,5.1
"Mercedes, Yermín","606213","195","15.8",35.4,"116.8","87.3","98.1","91.7","83.9","485","166","439","57",29.2,"14",7.2,5.3
"La Stella, Tommy","600303","195","13.5",36.4,"106.8","88.9","97.9","91.7","87.2","415","169","398","65",33.3,"12",6.2,5
"Brown, Seth","664913","194","20.9",33.5,"113.7","88.9","100.6","95.3","83","472","193","400","78",40.2,"27",13.9,8.8
"Espinal, Santiago","669289","193","13.1",35.8,"104.2","84.8","95.2","88.5","83.4","400","151","397","44",22.8,"3",1.6,1.2
"García Jr., Luis","671277","193","4.1",32.1,"109.6","86.8","97.4","91.9","83.7","448","131","397","59",30.6,"10",5.2,4
"Peterson, Jace","607054","193","12",34.2,"110.8","87.7","98","92.1","83.5","450","166","412","67",34.7,"10",5.2,3.3
"VanMeter, Josh","642165","193","19.6",30.1,"110","89.3","98.3","93.3","85","421","186","385","71",36.8,"10",5.2,3.2
"Slater, Austin","596103","190","7.8",37.4,"109.9","87.1","99.9","93.3","81.6","467","151","409","79",41.6,"18",9.5,5.9
"Naylor, Josh","647304","188","9",31.4,"114.7","89.8","101.3","94.7","88","435","144","399","80",42.6,"14",7.4,5.6
"Culberson, Charlie","518586","188","10.6",34.6,"109.4","85.4","97","88.7","83.9","407","148","391","56",29.8,"6",3.2,2.2
"Eaton, Adam","594809","188","8.3",28.2,"107.4","86.6","98.3","89.6","85.2","426","135","390","64",34,"8",4.3,2.8
"McKinney, Billy","641856","188","17.6",30.9,"109.5","88.1","98.2","91.6","84","419","180","393","65",34.6,"12",6.4,4
"Longoria, Evan","446334","187","15.5",34.2,"113.2","94.1","102.1","97","91.9","444","184","396","102",54.5,"25",13.4,8.6
"Valaika, Pat","642162","187","19.8",40.6,"109.7","86.8","97.8","90.1","83.9","422","193","391","61",32.6,"9",4.8,3.2
"Holt, Brock","571788","187","9.8",31,"105.7","86.1","95","90.1","84.1","416","146","398","46",24.6,"3",1.6,1.2
"McCormick, Chas","676801","187","18.6",35.8,"108.2","90.3","100","94.4","84.5","438","197","391","92",49.2,"19",10.2,5.9
"Urías, Ramón","602104","186","5.2",34.4,"112.7","89.6","100.3","94","87","424","147","395","79",42.5,"18",9.7,6.1
"Wisdom, Patrick","621550","185","19.1",39.5,"114.2","91.2","103","96.2","83.8","453","204","410","96",51.9,"30",16.2,8
"Taylor, Tyrone","621438","185","16",29.7,"110.8","88.6","99.4","91.4","89.1","440","166","405","69",37.3,"14",7.6,5.2
"Goodrum, Niko","592348","185","13.4",37.8,"109.2","88","99","93.6","81","432","176","404","74",40,"19",10.3,5.8
"Madrigal, Nick","663611","184","1.7",27.7,"105.4","85.5","95","86.8","85.2","402","116","396","43",23.4,"2",1.1,0.9
"Stassi, Max","545358","182","11",35.2,"109.5","89.9","100.7","95.1","84.6","440","166","397","77",42.5,"20",11,6.3
"Zimmer, Bradley","605548","181","6.8",29.3,"113.9","90.7","102.5","95.2","87.4","471","152","438","77",42.5,"17",9.4,4.9
"Stewart, DJ","621466","181","19.7",29.3,"110.6","87.8","99.1","92.4","86.5","437","174","398","62",34.3,"17",9.4,5.3
"González, Erik","570481","181","0.1",27.1,"109.8","87","98.6","90.9","85.4","453","115","415","57",31.5,"6",3.3,2.6
"Murphy, Tom","608596","181","15.9",30.9,"109.4","88.6","99.4","94.3","84.3","419","161","387","69",38.1,"16",8.8,4.9
"Suzuki, Kurt","435559","180","14.6",28.3,"105","85.2","96","89.3","82.4","405","160","386","49",27.2,"7",3.9,2.8
"Duggar, Steven","621453","180","15.2",39.4,"109.1","88","98.2","92.2","82.5","427","186","388","61",33.9,"15",8.3,5.1
"Zimmerman, Ryan","475582","180","7.4",32.2,"111.5","91.3","102.5","96","88.8","442","152","406","86",47.8,"19",10.6,7
"Goodwin, Brian","571718","179","16.9",35.8,"108.5","88.5","97.7","91.5","85.9","425","175","381","57",31.8,"11",6.1,4.1
"Rendon, Anthony","543685","178","22.3",31.5,"106","89.1","98.2","91.9","88.6","406","191","375","69",38.8,"10",5.6,4
"Biggio, Cavan","624415","177","15.6",32.8,"109.6","88.9","97.7","92","85.3","409","175","390","56",31.6,"10",5.6,3.4
"Ruf, Darin","573131","176","9.8",41.5,"110.8","93","103.1","97.2","89.1","439","179","403","96",54.5,"25",14.2,8
"Berti, Jon","542932","175","1.9",29.1,"109.1","87.1","98.7","92.1","85.3","413","122","392","67",38.3,"4",2.3,1.5
"Moreland, Mitch","519048","174","12.9",31.6,"112.2","91","101.3","94.9","87.7","444","169","390","83",47.7,"16",9.2,6.3
"Buxton, Byron","621439","173","13.3",35.3,"115.6","92.5","104.7","97.9","86.9","457","184","418","93",53.8,"31",17.9,12.2
"Mercado, Óscar","640458","173","16.4",24.9,"108","86.2","96.1","90.8","84","427","152","388","48",27.7,"7",4,2.9
"Choi, Ji Man","596847","171","14.8",39.2,"112.9","91.2","101.4","95.3","88.1","437","173","400","80",46.8,"16",9.4,5.2
"Díaz, Isan","656371","170","9.6",27.6,"109","88.7","99","91.2","86.7","424","156","412","62",36.5,"7",4.1,2.5
"Chang, Yu","644374","169","19.1",37.9,"110.6","87.1","98.8","91.6","84","439","178","391","57",33.7,"12",7.1,4.8
"Anderson, Brian","605119","168","11.3",33.9,"108.7","88.8","98.5","92.6","86.4","421","154","387","65",38.7,"13",7.7,4.9
"O'Hearn, Ryan","656811","168","14.3",33.3,"110.6","90.8","101.5","94.4","87.1","431","175","396","76",45.2,"14",8.3,5.5
"Difo, Wilmer","594694","166","12.2",31.9,"109.9","83.7","94.9","86.4","82.4","412","146","392","39",23.5,"7",4.2,2.9
"Thomas, Lane","657041","164","12.3",31.7,"109.1","91","100.6","94.7","88.6","418","164","402","75",45.7,"12",7.3,4.5
"Kirilloff, Alex","666135","164","7",39,"108.4","91","100.4","96.2","86.1","433","164","421","72",43.9,"21",12.8,9.1
"Evans, Phillip","595943","161","5.3",25.5,"109.6","88.4","100.9","91.2","88.7","445","131","414","69",42.9,"7",4.3,2.8
"Beaty, Matt","607461","160","12.3",26.9,"109","86.7","97.2","89.1","86.3","443","150","385","49",30.6,"6",3.8,2.6
"Tsutsugo, Yoshi","660294","160","17.1",28.7,"111.1","89.6","99","90.4","89.6","430","174","401","61",38.1,"11",6.9,4.2
"Sierra, Magneuris","642423","160","7.7",25.6,"103.1","82.3","93.1","83.2","85","348","122",,"30",18.8,"0",0,0
"Jeffers, Ryan","680777","159","14",35.8,"111.2","89.2","101.1","94.2","86.1","441","175","410","70",44,"23",14.5,7.8
"Vogelbach, Daniel","596129","158","11.7",33.5,"114.3","91.4","101.6","94.4","89.9","411","165","392","77",48.7,"13",8.2,5
"Larnach, Trevor","663616","158","13.1",34.8,"116","90","102","93.6","87.5","461","162","424","65",41.1,"15",9.5,5
"Jiménez, Eloy","650391","157","8.4",29.9,"112","90.5","101.8","95.5","87.4","459","145","413","70",45.8,"17",10.8,7.4
"d'Arnaud, Travis","518595","157","5.9",33.8,"110.2","89.9","100.7","94","85.8","423","160","391","69",43.9,"12",7.6,5.2
"Reyes, Victor","622682","157","6.6",36.3,"109.8","89.5","98.7","92.2","87.6","429","150","399","55",35,"13",8.3,5.9
"Kieboom, Carter","666198","157","7.4",28.7,"107.1","85.3","97.9","90.1","82.7","423","150","410","57",36.3,"6",3.8,2.4
"Vogt, Stephen","519390","156","19.2",31.4,"106.4","88.5","98.1","92.3","84","405","195","396","56",35.9,"8",5.1,3.4
"Nola, Austin","543592","156","14.7",30.1,"107.9","89.7","99.4","93.6","89.1","394","153","358","64",41,"1",0.6,0.5
"McGuire, Reese","624512","156","13.4",39.7,"107.5","87.5","97.3","90.4","85.3","403","169","363","51",32.7,"4",2.6,1.8
"Ward, Taylor","621493","156","16.4",36.5,"110","89.6","100.6","93.4","86","424","181","407","62",39.7,"16",10.3,6.8
"Shaw, Travis","543768","155","19.9",31.6,"111.7","87.7","100.4","94","83","449","181","402","60",38.7,"14",9,5.6
"Pinder, Chad","640461","153","7.4",36.6,"112.2","92.6","102.7","98.7","87.1","462","160","412","83",54.2,"25",16.3,10.7
"Sánchez, Jesús","660821","150","8.7",38,"113.9","90.2","102.1","95.3","84.9","460","164","417","64",42.7,"19",12.7,7.6
"Dahl, David","621311","150","11.5",37.3,"108.9","88.1","98.4","94.5","83.6","427","158","401","55",36.7,"10",6.7,4.5
"Bradley, Bobby","656252","149","12",37.6,"114.2","89","101.5","96.3","82.2","432","182","404","61",40.9,"25",16.8,9
"Alcántara, Sergio","642727","149","10.5",32.9,"107.4","87.5","96.8","92.3","84.2","406","153","387","50",33.6,"5",3.4,2
"Cooper, Garrett","643265","148","8.2",36.5,"114","91.1","103.6","94.4","89","443","152","401","78",52.7,"16",10.8,6.4
"De La Cruz, Bryan","650559","147","11.1",35.4,"108","88.4","99.4","90.1","88.9","407","152","390","62",42.2,"8",5.4,3.7
"Marsh, Brandon","669016","147","7.7",43.5,"112.7","92","101.9","96.4","86.9","426","165","390","76",51.7,"16",10.9,6.2
"Fraley, Jake","641584","146","12.1",38.4,"109.2","85.3","97.8","89.4","80.5","420","173","389","49",33.6,"9",6.2,3.4
"Gordon, Nick","624503","146","9.4",35.6,"109.2","91.2","99.9","93","90.6","432","158","407","70",47.9,"10",6.8,4.6
"Kirk, Alejandro","672386","145","14.7",31,"109.4","92.3","101.7","94.8","90.2","435","170","391","68",46.9,"16",11,8.5
"Barnes, Austin","605131","145","13.5",29.7,"109","85.2","97.1","88.4","83.5","412","158","394","46",31.7,"6",4.1,2.7
"Phillips, Brett","621433","144","17.8",31.9,"106.6","89.6","100.1","94.7","81.8","428","195","396","65",45.1,"16",11.1,5.5
"Adrianza, Ehire","501303","144","13.4",36.1,"105.4","85.4","97.2","91.4","81.2","414","165","392","47",32.6,"4",2.8,1.9
"Peters, DJ","656847","144","16.4",30.6,"112.5","87.5","101.2","94.9","81.5","460","184","416","56",38.9,"16",11.1,6.7
"Piña, Manny","444489","143","18.8",32.2,"109.9","86.5","97.7","93.5","80","426","182","400","46",32.2,"15",10.5,7.2
"Pérez, Michael","605421","142","10.2",29.6,"106.2","85.7","97","93.2","78.9","412","166","392","47",33.1,"9",6.3,3.9
"Ozuna, Marcell","542303","142","14.5",35.2,"114.3","89.7","101.4","93","86.4","479","186","423","58",40.8,"14",9.9,6.7
"Joe, Connor","656582","141","14.6",39.7,"113.3","88.2","99.7","92.8","84.9","441","188","400","55",39,"14",9.9,6.6
"Rengifo, Luis","650859","141","11.7",29.1,"108.9","85.8","97","90.7","83.2","414","144","396","38",27,"9",6.4,4.7
"Mateo, Jorge","622761","141","14.1",33.3,"109.5","85.4","97.8","89.1","83.6","427","161","399","44",31.2,"8",5.7,3.8
"Jansen, Danny","643376","141","20.5",34.8,"111.2","90","100.4","95.4","84.5","448","181","400","63",44.7,"12",8.5,5.9
"Sogard, Eric","519299","141","12.1",27.7,"102.3","84","93.4","87.2","81.4","376","149","376","21",14.9,"1",0.7,0.6
"Moustakas, Mike","519058","140","18.6",29.3,"110.9","87","99.1","92.7","84.2","430","160","402","44",31.4,"8",5.7,3.9
"León, Sandy","506702","140","20",30.7,"106","87.3","95.8","90.3","84.6","417","177","397","37",26.4,"3",2.1,1.4
"Voit, Luke","572228","139","15.9",35.3,"110.9","90.7","102","96.7","84","437","188","398","72",52.2,"22",15.8,9.1
"Giménez, Andrés","665926","138","8.8",23.2,"110.2","86.4","97.6","90.2","83.9","411","144","394","42",30.4,"5",3.6,2.4
"Miller, Owen","680911","138","5.9",36.2,"108.2","86.4","97.6","91","83.4","416","137","389","45",32.6,"8",5.8,4
"Nuñez, Dom","624513","138","21.9",39.1,"107.8","86","97.3","92.6","77.3","431","200","407","43",31.2,"13",9.4,4.9
"Garver, Mitch","641598","138","19",38.4,"111.8","92.3","103.1","98","86.3","436","203","408","74",53.6,"24",17.4,9.9
"Dubón, Mauricio","643289","136","14.9",30.1,"107.1","86.1","96.7","88.1","85.9","414","158","400","41",30.1,"6",4.4,3.2
"Casali, Curt","592200","135","23.3",35.6,"105.2","86.4","96.6","90.4","81.5","420","191","402","42",31.1,"8",5.9,3.5
"Higashioka, Kyle","543309","135","21.7",37.8,"109.5","90.5","101.2","96.8","77.7","427","207","406","64",48.1,"21",15.6,10
"Stevenson, Andrew","664057","134","8.4",28.4,"109.3","89.6","101","93.1","87.2","440","142","412","60",44.8,"8",6,3.8
"Plawecki, Kevin","608700","132","13.4",34.1,"110.1","87.3","98.7","93.5","82.2","409","167","396","46",34.8,"8",6.1,4.6
"White, Eli","642201","132","15.6",31.1,"108.1","85.5","95.6","90.2","82","440","163","389","30",22.7,"9",6.8,4.1
"Carpenter, Matt","572761","131","21.1",45,"106.9","90","99.5","93.5","83.8","399","212","391","55",42,"15",11.5,6
"Collins, Zack","641470","127","20.9",40.9,"109.9","91.1","101.1","94.2","87.7","430","196","405","56",44.1,"13",10.2,5.6
"Andujar, Miguel","609280","127","6.1",31.5,"110.2","87.1","99.4","93.1","83.6","449","140","393","47",37,"7",5.5,4.3
"Hilliard, Sam","656541","127","12",32.3,"113.5","89.8","101.8","95.9","86.3","465","172","424","49",38.6,"19",15,8
"Calhoun, Kole","594777","126","17.3",38.1,"108.9","88.5","98.3","94","83","419","182","393","49",38.9,"8",6.3,4.4
"Hoerner, Nico","663538","125","7.7",31.2,"107.8","87","98.1","88.6","87.7","379","142",,"43",34.4,"2",1.6,1.2
"Piscotty, Stephen","572039","125","17.5",32.8,"109.7","86.1","98.4","92","81.8","415","168","405","46",36.8,"11",8.8,5.9
"Akiyama, Shogo","673451","124","1.9",29.8,"108","86.5","97.2","89.4","85.4","371","127",,"39",31.5,"1",0.8,0.5
"Mendick, Danny","664901","124","13.7",29,"109.5","84.1","96.3","86.6","86.1","401","150","392","35",28.5,"2",1.6,1.1
"Knizner, Andrew","668800","122","7.8",28.7,"108","87.5","98.7","91.9","85.8","396","139","396","45",36.9,"5",4.1,2.7
"Reddick, Josh","502210","121","16.8",40.5,"104.8","85.1","96.8","88","84.3","398","179","384","39",32.2,"3",2.5,1.9
"Mazara, Nomar","608577","121","11.1",33.1,"111.5","90.4","100.3","93.4","89.3","419","154","371","48",39.7,"9",7.4,5
"Arroyo, Christian","624414","121","9.4",35.5,"111.6","86.3","99.4","92.1","82.9","467","153","413","43",35.5,"9",7.4,5
"Sheets, Gavin","657757","121","11.7",30.6,"112.8","90.4","100.9","93.9","89.6","447","157","412","54",44.6,"12",9.9,6.7
"Rooker, Brent","667670","119","13.1",37.8,"111.7","91","102.9","94.9","85","460","191","420","58",48.7,"15",12.6,7
"Rojas, Jose","670351","118","19",32.2,"111","90.7","100.3","95","86.9","437","179","407","52",44.1,"10",8.5,5.4
"Frazier, Clint","640449","118","13.9",28.8,"111.5","86.9","101.7","94.2","83.3","418","152","379","49",41.5,"12",10.2,5.5
"Ramos, Wilson","467092","116","6.6",30.2,"111.5","89.6","101.5","95.5","87","443","142","392","51",44,"13",11.2,8
"Peraza, José","606299","116","20.8",31,"108.3","85.6","95","87.5","86.8","411","179","393","29",25,"5",4.3,3.2
"Marisnick, Jake","545350","115","15.2",34.8,"109.4","88.2","99.7","90.9","87.2","416","161","405","42",36.5,"7",6.1,3.5
"Taveras, Leody","665750","115","7",27.8,"109.5","87.2","99","93.3","85.5","428","140","411","41",35.7,"7",6.1,3.8
"Hernández, Yonny","660634","113","4.1",36.3,"106.3","83.1","93.1","85.8","81.3","391","128",,"18",15.9,"1",0.9,0.6
"Davis, J.D.","605204","113","13.2",37.2,"111.9","89.7","101","92.7","88.2","432","167","407","48",42.5,"14",12.4,6.6
"McKinstry, Zach","656716","111","13.7",36,"106.2","88.4","97.9","92.9","83.7","413","180","386","39",35.1,"9",8.1,5.2
"Almonte, Abraham","501659","111","10.5",32.4,"109.8","89.3","100.1","94.1","86.6","400","162","382","46",41.4,"8",7.2,4.6
"Contreras, William","661388","110","8.2",28.2,"114.2","92.5","102.7","95.8","89.4","463","162","413","49",44.5,"12",10.9,6.5
"Guillorme, Luis","641645","110","4.7",34.5,"101.8","86.4","95.4","90","83","391","141","391","25",22.7,"1",0.9,0.6
"Nido, Tomás","621512","109","10",42.2,"105.9","88.7","98.8","93.5","82.2","417","183","405","47",43.1,"7",6.4,4.3
"Tauchman, Mike","643565","109","10",35.8,"107.7","87.5","98","94.3","82.1","409","156","382","39",35.8,"6",5.5,3.1
"Nogowski, John","596056","108","15.6",38,"108.1","88.1","96.3","90.9","85.2","387","183","387","31",28.7,"0",0,0
"Locastro, Tim","641796","107","14.3",31.8,"107.1","82.1","93.4","85.1","79.4","395","154","366","18",16.8,"1",0.9,0.6
"Luplow, Jordan","656669","106","23.1",28.3,"109.4","86.8","98.3","93.1","81.1","432","192","392","34",32.1,"11",10.4,5.7
"Dyson, Jarrod","502481","106","4.1",29.2,"105.2","83.5","95.4","87","82.9","366","107",,"29",27.4,"1",0.9,0.7
"Martin, Jason","641829","105","11.4",31.4,"108.1","87.5","98.2","93.2","82.9","421","149","401","35",33.3,"8",7.6,5.2
"Clement, Ernie","676391","105","15",33.3,"105.4","86.7","96","89","84.2","396","164","389","26",24.8,"4",3.8,3
"Walls, Taylor","670764","104","12.2",37.5,"106.4","88.5","97.6","92.8","85.6","404","168","404","35",33.7,"3",2.9,1.7
"Jankowski, Travis","608671","104","6.9",26,"105.8","85.2","94.8","87.3","84.1","406","128","406","21",20.2,"2",1.9,1.3
"Cave, Jake","595909","103","8.4",38.8,"109.1","87","97.2","91.2","83.6","424","144","392","34",33,"6",5.8,3.4
"Short, Zack","670097","103","24.3",33,"108.2","87.5","97.9","92.3","81.6","405","196","380","34",33,"5",4.9,2.7
"Schrock, Max","621011","102","18.5",40.2,"107.4","85","96","88.2","83.1","393","188","383","25",24.5,"3",2.9,2.2
"Aquino, Aristides","606157","101","22.9",31.7,"113.5","89","101.5","94.3","85.2","442","186","406","40",39.6,"15",14.9,7.4
"Wynns, Austin","642851","100","10.7",24,"105.8","83.6","96.6","90.4","78.1","395","147","374","27",27,"3",3,2.2
"Refsnyder, Rob","608701","100","9.3",40,"111","89.2","100.5","94.2","84","418","175","377","41",41,"7",7,4.5
"Adell, Jo","666176","99","9.9",28.3,"113.4","86.3","98.8","90.8","84.2","428","146","399","31",31.3,"9",9.1,6.4
"Brosseau, Mike","670712","99","18.2",30.3,"106.7","90.1","98.7","92.8","88.6","425","177","400","40",40.4,"7",7.1,4.1
"Meyers, Jake","676694","99","9.9",40.4,"111","89.5","99.2","93.2","85.1","420","172","400","36",36.4,"10",10.1,6.1
"Hiura, Keston","669374","99","16.3",34.3,"110.2","90.7","100.7","96.2","85.7","423","184","411","41",41.4,"15",15.2,7.6
"Estrada, Thairo","642731","98","6.7",33.7,"106.3","86.6","97.6","93.3","84.3","431","139","398","34",34.7,"7",7.1,5.3
"Hill, Derek","656537","97","9.2",40.2,"106.6","86.9","97.8","93.5","79.7","404","146","393","29",29.9,"5",5.2,3.3
"McKenna, Ryan","663630","97","11.6",40.2,"107.2","86.5","98.5","93.1","80.2","398","158","384","33",34,"7",7.2,3.6
"Castro, Jason","488771","97","14.5",43.3,"108.9","90.5","100.7","94","86.3","447","190","385","41",42.3,"14",14.4,7.8
"Senzel, Nick","669222","96","10.5",33.3,"109.8","88.9","98.5","91.6","86.7","394","162","367","38",39.6,"4",4.2,3.2
"Gallagher, Cam","595956","95","14.5",35.8,"106.7","85.9","96.3","87.1","86.4","390","156","390","26",27.4,"0",0,0
"Lamb, Jake","571875","95","18.3",34.7,"109.7","90.6","100.3","94","89.3","430","169","398","42",44.2,"11",11.6,6.5
"Lewis, Kyle","641786","93","16.8",45.2,"109.7","89.7","100.2","94","83.1","429","197","390","35",37.6,"13",14,8.8
"Engel, Adam","641553","93","14.4",38.7,"109.8","86.8","98.8","93.4","82.5","416","168","395","34",37.4,"8",8.6,5.7
"Park, Hoy","660829","92","15.8",29.3,"110.2","85.9","96.3","89.5","83.9","429","162","400","23",25,"6",6.5,4
"Wade, Tyler","642180","90","5.3",24.4,"104.3","82.2","92.9","88","80","406","108",,"12",13.8,"1",1.1,0.7
"Ruiz, Rio","547004","90","9.9",25.6,"107.4","86.8","96.1","93.4","82.6","406","146","383","24",26.7,"4",4.4,2.8
"Díaz, Lewin","650331","89","20.7",34.8,"108.6","88.3","99.4","93.7","85.1","442","191","408","32",36,"9",10.1,7
