"last_name, first_name","player_id","attempts","avg_hit_angle","anglesweetspotpercent","max_hit_speed","avg_hit_speed","ev50","fbld","gb","max_distance","avg_distance","avg_hr_distance","ev95plus","ev95percent","barrels","brl_percent","brl_pa"
"Pham, Tommy","502054","335","11",32.2,"112.9","90.4","101.1","94","88.3","441","158","399","143",42.7,"24",7.2,5
"Kim, Ha-Seong","673490","333","15.1",36.6,"107.9","87.9","98.6","92.1","87","405","165","388","118",35.4,"16",4.8,3.4
"Lopez, Otto","672640","332","5.4",30.4,"108.8","88","99.5","93.1","84.6","427","133","404","129",38.9,"17",5.1,3.9
"Lux, Gavin","666158","331","9.1",35,"108.7","88.3","99","92.3","86","413","153","385","136",41.1,"20",6,4.1
"Cowser, Colton","681297","330","13",31.8,"113.6","90.5","101.8","95.6","84.7","443","179","409","152",46.1,"45",13.6,8
"Winker, Jesse","608385","329","14",30.1,"109.2","88.6","98.9","92.8","86.6","429","148","402","123",37.4,"25",7.6,4.9
"Yoshida, Masataka","807799","328","10.5",36.3,"111.1","88","99.1","91.3","85.9","425","163","394","123",37.5,"18",5.5,4.3
"O'Hoppe, Logan","681351","326","15.3",42.9,"111.6","90.4","101.2","95.4","84.5","467","183","410","151",46.3,"39",12,7.5
"Jeffers, Ryan","680777","325","16.2",31.7,"113.9","86.9","99","92.2","83.5","416","171","388","110",33.8,"27",8.3,5.8
"Varsho, Daulton","662139","324","24.4",29.6,"110.2","86.1","98.5","91.6","83.9","427","175","391","110",34,"20",6.2,3.9
"Conforto, Michael","624424","323","14.8",33.7,"113.6","90.2","102","95.4","86.3","440","168","399","148",46,"38",11.8,7.8
"Westburg, Jordan","676059","321","13.1",37.4,"111.2","91.1","101.8","94.8","88.2","433","177","397","148",46.1,"38",11.8,8.5
"McCutchen, Andrew","457705","317","14.3",31.9,"109.8","88.5","99.4","93.9","84.1","448","174","400","117",36.9,"38",12,7.4
"Gelof, Zack","680869","317","14.2",34.4,"109.1","89.2","99","93.1","85.5","436","163","406","118",37.2,"28",8.8,5.1
"Rojas, Josh","668942","317","15.5",35.6,"108.4","88.2","97.9","93.1","83.5","408","179","388","121",38.2,"18",5.7,3.8
"Candelario, Jeimer","600869","316","12.4",33.9,"108.2","86.9","97.9","92.3","81.8","423","170","385","109",34.5,"26",8.2,5.6
"Caballero, José","676609","314","15.9",33.4,"109.9","83.7","96.2","89.4","78.1","423","154","395","79",25.2,"16",5.1,3.3
"Bader, Harrison","664056","313","11.9",33.9,"111.7","87.2","98.7","92.1","84.4","431","156","404","111",35.5,"20",6.4,4.6
"Espinal, Santiago","669289","311","15",35,"105.9","85.9","95","88.5","84.7","420","162","385","75",24.1,"6",1.9,1.5
"Bailey, Patrick","672275","309","12.1",37.9,"110.1","91.3","100.7","93.5","89.5","433","171","411","132",43,"17",5.5,3.8
"Riley, Austin","663586","309","15.9",37.2,"114.7","93.3","103.8","96.6","89.6","449","194","414","165",53.4,"46",14.9,9.8
"Butler, Lawrence","671732","308","11.3",35.1,"113.1","91.1","101.8","94.6","88","457","177","405","146",47.4,"34",11,7.5
"Yastrzemski, Mike","573262","306","19.1",33,"108.2","90.4","99.6","94","85.8","422","181","380","125",41,"32",10.5,6.8
"Isbel, Kyle","664728","306","9",24.8,"109.6","88.1","99.4","91.7","87.2","412","137","397","111",36.3,"12",3.9,2.8
"Hoskins, Rhys","656555","306","20.8",29.7,"109.6","88.7","99.7","94.4","82.6","423","189","395","129",42.2,"39",12.7,7.5
"Tatis Jr., Fernando","665487","303","10",33.7,"116.7","93.5","104.4","97.6","89.7","448","166","410","169",55.8,"44",14.5,10
"Canha, Mark","592192","302","9.6",31.5,"107","88.4","98.2","92.8","86.7","414","147","390","113",37.4,"10",3.3,2.2
"Renfroe, Hunter","592669","302","16.7",27.8,"112","88.5","100.3","92.3","86.2","434","164","398","119",39.4,"20",6.6,4.7
"Rocchio, Brayan","677587","300","9.4",35.3,"108.1","84.6","95.7","88.5","82.5","400","149","383","67",22.3,"12",4,2.7
"Pérez, Wenceel","672761","300","18",37.7,"109.1","88.4","97.3","91.1","86.6","411","174","385","91",30.6,"13",4.3,3.1
"Tellez, Rowdy","642133","299","17",32.4,"115.5","89.4","100.6","92.6","88.6","447","171","409","109",36.5,"24",8,5.7
"Melendez, MJ","669004","299","14.6",29.1,"112.9","91.1","101.5","95.3","89","431","169","398","135",45.2,"25",8.4,5.5
"Pages, Andy","681624","299","20.8",40.8,"112","88.6","100.3","92.1","85.6","433","191","399","120",40.1,"32",10.7,7.2
"Kirk, Alejandro","672386","298","10.8",34.6,"112.9","89.4","99.8","94.1","87.9","405","152","391","122",40.9,"20",6.7,5.2
"Martinez, J.D.","502110","295","14.4",39.3,"110.8","91","101.4","94.6","87.4","430","186","402","136",46.1,"44",14.9,8.9
"DeJong, Paul","657557","294","20",36.4,"111.5","87.8","100","93.3","80.9","435","188","394","122",41.5,"30",10.2,6.2
"Hayes, Ke'Bryan","663647","294","4.8",29.9,"110.4","88.9","99.8","92.1","87.8","404","139","386","126",42.9,"7",2.4,1.8
"Kepler, Max","596146","291","16.8",35.4,"115.4","88.9","99.6","92.3","85.7","426","185","406","107",36.8,"18",6.2,4.5
"Perdomo, Geraldo","672695","291","16.9",28.9,"109.8","87","96.1","89.7","85.9","415","153","372","75",25.8,"9",3.1,2.3
"Crawford, J.P.","641487","291","13.2",30.2,"110.7","87.5","99","91.5","85.6","429","159","394","110",37.8,"19",6.5,4.2
"Estrada, Thairo","642731","290","10.5",30.3,"108.6","86.2","97.3","92.4","82.4","409","146","391","92",31.7,"14",4.8,3.7
"Gonzales, Nick","693304","290","13",34.1,"110.4","87.9","98.8","91.3","84.9","429","166","389","107",36.9,"23",7.9,5.9
"Hernández, Enrique","571771","289","17.1",35.6,"112.7","89.6","99.3","92.7","87.3","431","179","400","120",41.5,"14",4.8,3.6
"Schuemann, Max","680474","286","16.6",39.5,"105.4","89","97.7","91.8","86.3","403","175","379","107",37.4,"16",5.6,3.5
"Crow-Armstrong, Pete","691718","285","17.2",32.6,"107.2","88.9","98.8","94","82.7","438","169","403","105",36.8,"21",7.4,5.1
"Fraley, Jake","641584","283","11.1",34.6,"108.7","84.3","95.7","88.6","82.6","389","151","372","70",24.7,"9",3.2,2.4
"Brennan, Will","686823","283","13.3",31.1,"109","86","97.1","89.7","84.1","401","154","372","92",32.5,"13",4.6,3.7
"Kelenic, Jarred","672284","283","16",38.2,"110.7","89.8","100.3","93.7","85.6","427","190","394","128",45.2,"28",9.9,6.2
"Freeman, Tyler","671289","283","13",30.4,"109.2","87.7","98.6","90.2","87.5","418","151","385","98",34.6,"9",3.2,2.3
"Vientos, Mark","668901","283","11.4",34.6,"113.2","91.2","102.5","96","87.2","451","169","402","132",46.6,"40",14.1,8.8
"Adell, Jo","666176","282","15.9",30.5,"115.6","89.8","102.7","96.4","83.3","439","181","407","126",44.7,"33",11.7,7.3
"Massey, Michael","686681","282","16.8",34.4,"110","89.2","98.4","92.8","85.4","434","180","392","104",36.9,"20",7.1,5.6
"Perkins, Blake","663368","281","12",31.3,"106.8","88.8","97.8","92","86.6","406","154","387","106",37.7,"11",3.9,2.5
"Polanco, Jorge","593871","281","17.8",35.6,"110.7","88.3","99.2","92.3","82.1","426","183","395","105",37.4,"25",8.9,5.3
"Triolo, Jared","669707","281","13.4",38.8,"108","88.4","99.4","91.1","85.9","411","173","386","110",39.1,"15",5.3,3.4
"Fortes, Nick","663743","279","15.4",28.3,"109.2","84.3","95.6","87.3","86.4","402","132","390","63",22.6,"4",1.4,1.2
"Realmuto, J.T.","592663","279","9.4",36.9,"109.7","89.2","101.2","94.8","84.2","430","163","401","130",46.6,"29",10.4,7
"Moniak, Mickey","666160","279","19.8",31.5,"112.8","88.1","99.5","93.3","83.4","437","172","406","96",34.4,"26",9.3,6.2
"Abreu, Wilyer","677800","279","19.2",33.7,"114.4","91.6","101.9","94.4","89.6","430","191","407","141",50.5,"31",11.1,6.9
"Fermin, Freddy","666023","277","11.1",28.5,"108.1","88.2","97.9","89.2","88.5","403","137","377","94",33.9,"9",3.2,2.4
"Rojas, Miguel","500743","277","9.7",33.2,"109.1","85","96.3","87.9","84","420","137","382","77",27.8,"7",2.5,2.1
"Rojas, Johan","679032","277","4.8",21.3,"110.6","85.7","97.2","88.6","86","406","114","391","76",27.4,"7",2.5,1.9
"Sosa, Lenyn","672820","277","12.3",42.2,"110.7","89","99.4","93","85.5","406","174","387","114",41.2,"17",6.1,4.6
"Toro, Abraham","647351","277","12.2",33.2,"109.9","87.2","97.5","90.7","85.7","415","156","396","82",29.6,"12",4.3,3.3
"Stanton, Giancarlo","519317","276","14.7",34.8,"120","94.6","108.2","100.4","91.3","451","181","414","152",55.3,"57",20.7,12.4
"Lowe, Brandon","664040","275","14.5",39.6,"111","89.8","101.3","94.1","84.3","444","187","401","123",44.7,"34",12.4,8
"Wells, Austin","669224","275","17.1",34.5,"111.2","88.4","99.7","93.2","84.2","423","179","398","107",38.9,"25",9.1,6
"Joe, Connor","656582","275","16.3",30.9,"109.4","85.3","97.9","90.8","82.7","408","157","393","90",32.7,"13",4.7,3.1
"Amaya, Miguel","665804","274","11.1",33.9,"111.3","88.4","99.1","91.4","86.6","426","153","401","93",33.9,"13",4.7,3.6
